frame_number,frame_path,game_time,period,play_clock,imputed_game_time,imputed_period,imputed_play_clock,original_game_time,original_period,original_play_clock,imputation_confidence,imputation_method,imputation_timestamp,expected_game_time,expected_period,expected_play_clock
1281,data/frames/game_6/frame_001281.jpg,11:04,2ND,29,FALSE,FALSE,FALSE,11:04,2ND,29,0,,45:30.8,11:04,2ND,29
1282,data/frames/game_6/frame_001282.jpg,11:04,2ND,28,FALSE,FALSE,FALSE,11:04,2ND,28,0,,45:30.8,11:04,2ND,28
1283,data/frames/game_6/frame_001283.jpg,11:04,2ND,28,FALSE,FALSE,FALSE,11:04,2ND,28,0,,45:30.8,11:04,2ND,28
1284,data/frames/game_6/frame_001284.jpg,11:04,2ND,27,FALSE,FALSE,FALSE,11:04,2ND,27,0,,45:30.8,11:04,2ND,27
1285,data/frames/game_6/frame_001285.jpg,11:04,2ND,27,FALSE,FALSE,FALSE,11:04,2ND,27,0,,45:30.8,11:04,2ND,27
1286,data/frames/game_6/frame_001286.jpg,11:04,2ND,26,FALSE,FALSE,FALSE,11:04,2ND,26,0,,45:30.8,11:04,2ND,26
1287,data/frames/game_6/frame_001287.jpg,11:04,2ND,26,FALSE,FALSE,FALSE,11:04,2ND,26,0,,45:30.8,11:04,2ND,26
1288,data/frames/game_6/frame_001288.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1289,data/frames/game_6/frame_001289.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1290,data/frames/game_6/frame_001290.jpg,11:04,2ND,24,FALSE,FALSE,FALSE,11:04,2ND,24,0,,45:30.8,11:04,2ND,24
1291,data/frames/game_6/frame_001291.jpg,11:04,2ND,24,FALSE,FALSE,FALSE,11:04,2ND,24,0,,45:30.8,11:04,2ND,24
1292,data/frames/game_6/frame_001292.jpg,11:04,2ND,23,FALSE,FALSE,FALSE,11:04,2ND,23,0,,45:30.8,11:04,2ND,23
1293,data/frames/game_6/frame_001293.jpg,11:04,2ND,23,FALSE,FALSE,FALSE,11:04,2ND,23,0,,45:30.8,11:04,2ND,23
1294,data/frames/game_6/frame_001294.jpg,11:04,2ND,22,FALSE,FALSE,FALSE,11:04,2ND,22,0,,45:30.8,11:04,2ND,22
1295,data/frames/game_6/frame_001295.jpg,11:04,2ND,22,FALSE,FALSE,FALSE,11:04,2ND,22,0,,45:30.8,11:04,2ND,22
1296,data/frames/game_6/frame_001296.jpg,11:04,2ND,21,FALSE,FALSE,FALSE,11:04,2ND,21,0,,45:30.8,11:04,2ND,21
1297,data/frames/game_6/frame_001297.jpg,11:04,2ND,21,FALSE,FALSE,FALSE,11:04,2ND,21,0,,45:30.8,11:04,2ND,21
1298,data/frames/game_6/frame_001298.jpg,11:04,2ND,20,FALSE,FALSE,FALSE,11:04,2ND,20,0,,45:30.8,11:04,2ND,20
1299,data/frames/game_6/frame_001299.jpg,11:04,2ND,20,FALSE,FALSE,FALSE,11:04,2ND,20,0,,45:30.8,11:04,2ND,20
1300,data/frames/game_6/frame_001300.jpg,11:04,2ND,19,FALSE,FALSE,FALSE,11:04,2ND,19,0,,45:30.8,11:04,2ND,19
1301,data/frames/game_6/frame_001301.jpg,11:04,2ND,19,FALSE,FALSE,FALSE,11:04,2ND,19,0,,45:30.8,11:04,2ND,19
1302,data/frames/game_6/frame_001302.jpg,11:04,2ND,18,FALSE,FALSE,FALSE,11:04,2ND,18,0,,45:30.8,11:04,2ND,18
1303,data/frames/game_6/frame_001303.jpg,11:04,2ND,18,FALSE,FALSE,FALSE,11:04,2ND,18,0,,45:30.8,11:04,2ND,18
1304,data/frames/game_6/frame_001304.jpg,11:04,2ND,17,FALSE,FALSE,FALSE,11:04,2ND,17,0,,45:30.8,11:04,2ND,17
1305,data/frames/game_6/frame_001305.jpg,11:04,2ND,17,FALSE,FALSE,FALSE,11:04,2ND,17,0,,45:30.8,11:04,2ND,17
1306,data/frames/game_6/frame_001306.jpg,11:04,2ND,16,FALSE,FALSE,FALSE,11:04,2ND,16,0,,45:30.8,11:04,2ND,16
1307,data/frames/game_6/frame_001307.jpg,11:04,2ND,16,FALSE,FALSE,FALSE,11:04,2ND,16,0,,45:30.8,11:04,2ND,16
1308,data/frames/game_6/frame_001308.jpg,11:04,2ND,15,FALSE,FALSE,FALSE,11:04,2ND,15,0,,45:30.8,11:04,2ND,15
1309,data/frames/game_6/frame_001309.jpg,11:04,2ND,15,FALSE,FALSE,FALSE,11:04,2ND,15,0,,45:30.8,11:04,2ND,15
1310,data/frames/game_6/frame_001310.jpg,11:04,2ND,14,FALSE,FALSE,FALSE,11:04,2ND,14,0,,45:30.8,11:04,2ND,14
1311,data/frames/game_6/frame_001311.jpg,11:04,2ND,14,FALSE,FALSE,FALSE,11:04,2ND,14,0,,45:30.8,11:04,2ND,14
1312,data/frames/game_6/frame_001312.jpg,11:04,2ND,13,FALSE,FALSE,FALSE,11:04,2ND,13,0,,45:30.8,11:04,2ND,13
1313,data/frames/game_6/frame_001313.jpg,11:04,2ND,13,FALSE,FALSE,FALSE,11:04,2ND,13,0,,45:30.8,11:04,2ND,13
1314,data/frames/game_6/frame_001314.jpg,11:04,2ND,12,FALSE,FALSE,FALSE,11:04,2ND,12,0,,45:30.8,11:04,2ND,12
1315,data/frames/game_6/frame_001315.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1316,data/frames/game_6/frame_001316.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1317,data/frames/game_6/frame_001317.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1318,data/frames/game_6/frame_001318.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1319,data/frames/game_6/frame_001319.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1320,data/frames/game_6/frame_001320.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1321,data/frames/game_6/frame_001321.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1322,data/frames/game_6/frame_001322.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1323,data/frames/game_6/frame_001323.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1324,data/frames/game_6/frame_001324.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1325,data/frames/game_6/frame_001325.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1326,data/frames/game_6/frame_001326.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1327,data/frames/game_6/frame_001327.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1328,data/frames/game_6/frame_001328.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1329,data/frames/game_6/frame_001329.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1330,data/frames/game_6/frame_001330.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1331,data/frames/game_6/frame_001331.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1332,data/frames/game_6/frame_001332.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1333,data/frames/game_6/frame_001333.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1334,data/frames/game_6/frame_001334.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1335,data/frames/game_6/frame_001335.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1336,data/frames/game_6/frame_001336.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1337,data/frames/game_6/frame_001337.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1338,data/frames/game_6/frame_001338.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1339,data/frames/game_6/frame_001339.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1340,data/frames/game_6/frame_001340.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1341,data/frames/game_6/frame_001341.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1342,data/frames/game_6/frame_001342.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1343,data/frames/game_6/frame_001343.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1344,data/frames/game_6/frame_001344.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1345,data/frames/game_6/frame_001345.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1346,data/frames/game_6/frame_001346.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1347,data/frames/game_6/frame_001347.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1348,data/frames/game_6/frame_001348.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1349,data/frames/game_6/frame_001349.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1350,data/frames/game_6/frame_001350.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1351,data/frames/game_6/frame_001351.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1352,data/frames/game_6/frame_001352.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1353,data/frames/game_6/frame_001353.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1354,data/frames/game_6/frame_001354.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1355,data/frames/game_6/frame_001355.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1356,data/frames/game_6/frame_001356.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1357,data/frames/game_6/frame_001357.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1358,data/frames/game_6/frame_001358.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1359,data/frames/game_6/frame_001359.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1360,data/frames/game_6/frame_001360.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1361,data/frames/game_6/frame_001361.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1362,data/frames/game_6/frame_001362.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1363,data/frames/game_6/frame_001363.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1364,data/frames/game_6/frame_001364.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1365,data/frames/game_6/frame_001365.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1366,data/frames/game_6/frame_001366.jpg,11:03,2ND,25,FALSE,FALSE,FALSE,11:03,2ND,25,0,,45:30.8,11:03,2ND,25
1367,data/frames/game_6/frame_001367.jpg,11:03,2ND,25,TRUE,FALSE,FALSE,1:03,2ND,25,0.9,anomaly_correction,45:30.8,11:03,2ND,25
1368,data/frames/game_6/frame_001368.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1369,data/frames/game_6/frame_001369.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1370,data/frames/game_6/frame_001370.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1371,data/frames/game_6/frame_001371.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1372,data/frames/game_6/frame_001372.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1373,data/frames/game_6/frame_001373.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1374,data/frames/game_6/frame_001374.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1375,data/frames/game_6/frame_001375.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1376,data/frames/game_6/frame_001376.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1377,data/frames/game_6/frame_001377.jpg,11:04,2ND,25,FALSE,FALSE,FALSE,11:04,2ND,25,0,,45:30.8,11:04,2ND,25
1378,data/frames/game_6/frame_001378.jpg,11:04,2ND,24,FALSE,FALSE,FALSE,11:04,2ND,24,0,,45:30.8,11:04,2ND,24
1379,data/frames/game_6/frame_001379.jpg,11:04,2ND,24,FALSE,FALSE,FALSE,11:04,2ND,24,0,,45:30.8,11:04,2ND,24
1380,data/frames/game_6/frame_001380.jpg,11:04,2ND,23,FALSE,FALSE,FALSE,11:04,2ND,23,0,,45:30.8,11:04,2ND,23
1381,data/frames/game_6/frame_001381.jpg,11:04,2ND,23,FALSE,FALSE,FALSE,11:04,2ND,23,0,,45:30.8,11:04,2ND,23
1382,data/frames/game_6/frame_001382.jpg,11:04,2ND,22,FALSE,FALSE,FALSE,11:04,2ND,22,0,,45:30.8,11:04,2ND,22
1383,data/frames/game_6/frame_001383.jpg,11:04,2ND,22,FALSE,FALSE,FALSE,11:04,2ND,22,0,,45:30.8,11:04,2ND,22
1384,data/frames/game_6/frame_001384.jpg,11:04,2ND,21,FALSE,FALSE,FALSE,11:04,2ND,21,0,,45:30.8,11:04,2ND,21
1385,data/frames/game_6/frame_001385.jpg,11:04,2ND,21,FALSE,FALSE,FALSE,11:04,2ND,21,0,,45:30.8,11:04,2ND,21
1386,data/frames/game_6/frame_001386.jpg,11:04,2ND,20,FALSE,FALSE,FALSE,11:04,2ND,20,0,,45:30.8,11:04,2ND,20
1387,data/frames/game_6/frame_001387.jpg,11:04,2ND,20,FALSE,FALSE,FALSE,11:04,2ND,20,0,,45:30.8,11:04,2ND,20
1388,data/frames/game_6/frame_001388.jpg,11:04,2ND,19,FALSE,FALSE,FALSE,11:04,2ND,19,0,,45:30.8,11:04,2ND,19
1389,data/frames/game_6/frame_001389.jpg,11:04,2ND,19,FALSE,FALSE,FALSE,11:04,2ND,19,0,,45:30.8,11:04,2ND,19
1390,data/frames/game_6/frame_001390.jpg,11:04,2ND,18,FALSE,FALSE,FALSE,11:04,2ND,18,0,,45:30.8,11:04,2ND,18
1391,data/frames/game_6/frame_001391.jpg,11:04,2ND,18,FALSE,FALSE,FALSE,11:04,2ND,18,0,,45:30.8,11:04,2ND,18
1392,data/frames/game_6/frame_001392.jpg,11:04,2ND,17,FALSE,FALSE,FALSE,11:04,2ND,17,0,,45:30.8,11:04,2ND,17
1393,data/frames/game_6/frame_001393.jpg,11:04,2ND,17,FALSE,FALSE,FALSE,11:04,2ND,17,0,,45:30.8,11:04,2ND,17
1394,data/frames/game_6/frame_001394.jpg,11:04,2ND,16,FALSE,FALSE,FALSE,11:04,2ND,16,0,,45:30.8,11:04,2ND,16
1395,data/frames/game_6/frame_001395.jpg,11:04,2ND,16,FALSE,FALSE,FALSE,11:04,2ND,16,0,,45:30.8,11:04,2ND,16
1396,data/frames/game_6/frame_001396.jpg,11:04,2ND,15,FALSE,FALSE,FALSE,11:04,2ND,15,0,,45:30.8,11:04,2ND,15
1397,data/frames/game_6/frame_001397.jpg,11:04,2ND,15,FALSE,FALSE,FALSE,11:04,2ND,15,0,,45:30.8,11:04,2ND,15
1398,data/frames/game_6/frame_001398.jpg,11:04,2ND,14,FALSE,FALSE,FALSE,11:04,2ND,14,0,,45:30.8,11:04,2ND,14
1399,data/frames/game_6/frame_001399.jpg,11:04,2ND,14,FALSE,FALSE,FALSE,11:04,2ND,14,0,,45:30.8,11:04,2ND,14
1400,data/frames/game_6/frame_001400.jpg,11:04,2ND,13,FALSE,FALSE,FALSE,11:04,2ND,13,0,,45:30.8,11:04,2ND,13
1401,data/frames/game_6/frame_001401.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1402,data/frames/game_6/frame_001402.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1403,data/frames/game_6/frame_001403.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1404,data/frames/game_6/frame_001404.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1405,data/frames/game_6/frame_001405.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1406,data/frames/game_6/frame_001406.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1407,data/frames/game_6/frame_001407.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1408,data/frames/game_6/frame_001408.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1409,data/frames/game_6/frame_001409.jpg,11:04,2ND,40,FALSE,FALSE,FALSE,11:04,2ND,40,0,,45:30.8,11:04,2ND,40
1410,data/frames/game_6/frame_001410.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1411,data/frames/game_6/frame_001411.jpg,11:03,2ND,40,FALSE,FALSE,FALSE,11:03,2ND,40,0,,45:30.8,11:03,2ND,40
1412,data/frames/game_6/frame_001412.jpg,11:02,2ND,40,FALSE,FALSE,FALSE,11:02,2ND,40,0,,45:30.8,11:02,2ND,40
1413,data/frames/game_6/frame_001413.jpg,11:02,2ND,40,FALSE,FALSE,FALSE,11:02,2ND,40,0,,45:30.8,11:02,2ND,40
1414,data/frames/game_6/frame_001414.jpg,11:01,2ND,39,FALSE,FALSE,FALSE,11:01,2ND,39,0,,45:30.8,11:01,2ND,39
1415,data/frames/game_6/frame_001415.jpg,11:01,2ND,39,FALSE,FALSE,FALSE,11:01,2ND,39,0,,45:30.8,11:01,2ND,39
1416,data/frames/game_6/frame_001416.jpg,11:00,2ND,38,FALSE,FALSE,FALSE,11:00,2ND,38,0,,45:30.8,11:00,2ND,38
1417,data/frames/game_6/frame_001417.jpg,11:00,2ND,38,FALSE,FALSE,FALSE,11:00,2ND,38,0,,45:30.8,11:00,2ND,38
1418,data/frames/game_6/frame_001418.jpg,10:59,2ND,37,FALSE,FALSE,FALSE,10:59,2ND,37,0,,45:30.8,10:59,2ND,37
1419,data/frames/game_6/frame_001419.jpg,10:59,2ND,37,FALSE,FALSE,FALSE,10:59,2ND,37,0,,45:30.8,10:59,2ND,37
1420,data/frames/game_6/frame_001420.jpg,10:58,2ND,36,FALSE,FALSE,FALSE,10:58,2ND,36,0,,45:30.8,10:58,2ND,36
1421,data/frames/game_6/frame_001421.jpg,10:58,2ND,36,FALSE,FALSE,FALSE,10:58,2ND,36,0,,45:30.8,10:58,2ND,36
1422,data/frames/game_6/frame_001422.jpg,10:57,2ND,35,FALSE,FALSE,FALSE,10:57,2ND,35,0,,45:30.8,10:57,2ND,35
1423,data/frames/game_6/frame_001423.jpg,10:57,2ND,35,FALSE,FALSE,FALSE,10:57,2ND,35,0,,45:30.8,10:57,2ND,35
1424,data/frames/game_6/frame_001424.jpg,10:56,2ND,34,FALSE,FALSE,FALSE,10:56,2ND,34,0,,45:30.8,10:56,2ND,34
1425,data/frames/game_6/frame_001425.jpg,10:56,2ND,34,FALSE,FALSE,FALSE,10:56,2ND,34,0,,45:30.8,10:56,2ND,34
1426,data/frames/game_6/frame_001426.jpg,10:55,2ND,33,FALSE,FALSE,FALSE,10:55,2ND,33,0,,45:30.8,10:55,2ND,33
1427,data/frames/game_6/frame_001427.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1428,data/frames/game_6/frame_001428.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1429,data/frames/game_6/frame_001429.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1430,data/frames/game_6/frame_001430.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1431,data/frames/game_6/frame_001431.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1432,data/frames/game_6/frame_001432.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1433,data/frames/game_6/frame_001433.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1434,data/frames/game_6/frame_001434.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1435,data/frames/game_6/frame_001435.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1436,data/frames/game_6/frame_001436.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1437,data/frames/game_6/frame_001437.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1438,data/frames/game_6/frame_001438.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1439,data/frames/game_6/frame_001439.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1440,data/frames/game_6/frame_001440.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1441,data/frames/game_6/frame_001441.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1442,data/frames/game_6/frame_001442.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1443,data/frames/game_6/frame_001443.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1444,data/frames/game_6/frame_001444.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1445,data/frames/game_6/frame_001445.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1446,data/frames/game_6/frame_001446.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1447,data/frames/game_6/frame_001447.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1448,data/frames/game_6/frame_001448.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1449,data/frames/game_6/frame_001449.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1450,data/frames/game_6/frame_001450.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1451,data/frames/game_6/frame_001451.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1452,data/frames/game_6/frame_001452.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1453,data/frames/game_6/frame_001453.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1454,data/frames/game_6/frame_001454.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1455,data/frames/game_6/frame_001455.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1456,data/frames/game_6/frame_001456.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1457,data/frames/game_6/frame_001457.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1458,data/frames/game_6/frame_001458.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1459,data/frames/game_6/frame_001459.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1460,data/frames/game_6/frame_001460.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1461,data/frames/game_6/frame_001461.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1462,data/frames/game_6/frame_001462.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1463,data/frames/game_6/frame_001463.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1464,data/frames/game_6/frame_001464.jpg,0:00,2ND,14,TRUE,FALSE,TRUE,,2ND,,0.9,"linear_interpolation,forward_countdown",45:30.8,0:00,2ND,14
1465,data/frames/game_6/frame_001465.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1466,data/frames/game_6/frame_001466.jpg,10:35,2ND,13,FALSE,FALSE,FALSE,10:35,2ND,13,0,,45:30.8,10:35,2ND,13
1467,data/frames/game_6/frame_001467.jpg,10:35,2ND,13,FALSE,FALSE,FALSE,10:35,2ND,13,0,,45:30.8,10:35,2ND,13
